0.000000000000000000e+00,3.580000000000000000e+02
0.000000000000000000e+00,4.090000000000000000e+02
2.410000000000000000e+02,5.930000000000000000e+02
3.340000000000000000e+02,5.450000000000000000e+02
1.230000000000000000e+02,5.920000000000000000e+02
8.300000000000000000e+01,6.060000000000000000e+02
4.700000000000000000e+01,4.420000000000000000e+02
3.620000000000000000e+02,4.860000000000000000e+02
2.790000000000000000e+02,5.920000000000000000e+02
4.930000000000000000e+02,5.000000000000000000e+01
2.150000000000000000e+02,6.270000000000000000e+02
6.240000000000000000e+02,2.380000000000000000e+02
1.740000000000000000e+02,5.470000000000000000e+02
1.110000000000000000e+02,3.800000000000000000e+02
1.980000000000000000e+02,5.070000000000000000e+02
6.230000000000000000e+02,4.610000000000000000e+02
8.100000000000000000e+01,4.650000000000000000e+02
5.670000000000000000e+02,2.000000000000000000e+00
5.300000000000000000e+01,3.760000000000000000e+02
7.300000000000000000e+01,4.720000000000000000e+02
3.360000000000000000e+02,6.160000000000000000e+02
3.690000000000000000e+02,5.340000000000000000e+02
1.900000000000000000e+01,2.850000000000000000e+02
5.890000000000000000e+02,1.450000000000000000e+02
8.000000000000000000e+01,5.450000000000000000e+02
7.500000000000000000e+01,2.570000000000000000e+02
1.480000000000000000e+02,5.650000000000000000e+02
7.670000000000000000e+02,7.950000000000000000e+02
5.440000000000000000e+02,7.980000000000000000e+02
7.520000000000000000e+02,1.590000000000000000e+02
1.880000000000000000e+02,5.840000000000000000e+02
7.510000000000000000e+02,1.250000000000000000e+02
3.940000000000000000e+02,5.610000000000000000e+02
7.100000000000000000e+01,3.480000000000000000e+02
3.700000000000000000e+01,4.020000000000000000e+02
3.910000000000000000e+02,4.640000000000000000e+02
1.580000000000000000e+02,6.050000000000000000e+02
5.790000000000000000e+02,2.380000000000000000e+02
2.910000000000000000e+02,6.360000000000000000e+02
1.150000000000000000e+02,4.780000000000000000e+02
7.140000000000000000e+02,7.630000000000000000e+02
5.820000000000000000e+02,7.350000000000000000e+02
7.380000000000000000e+02,7.800000000000000000e+02
7.700000000000000000e+01,2.480000000000000000e+02
6.000000000000000000e+02,7.970000000000000000e+02
6.800000000000000000e+01,2.860000000000000000e+02
1.900000000000000000e+01,5.710000000000000000e+02
5.960000000000000000e+02,2.960000000000000000e+02
1.810000000000000000e+02,4.620000000000000000e+02
4.290000000000000000e+02,5.490000000000000000e+02
4.560000000000000000e+02,1.300000000000000000e+01
4.400000000000000000e+02,8.240000000000000000e+02
2.680000000000000000e+02,5.570000000000000000e+02
6.270000000000000000e+02,2.900000000000000000e+02
6.450000000000000000e+02,2.700000000000000000e+02
6.310000000000000000e+02,4.060000000000000000e+02
1.500000000000000000e+01,4.600000000000000000e+02
1.810000000000000000e+02,6.350000000000000000e+02
5.960000000000000000e+02,3.040000000000000000e+02
1.000000000000000000e+00,5.380000000000000000e+02
3.180000000000000000e+02,5.850000000000000000e+02
7.010000000000000000e+02,7.230000000000000000e+02
1.900000000000000000e+01,4.660000000000000000e+02
5.970000000000000000e+02,8.270000000000000000e+02
2.290000000000000000e+02,5.420000000000000000e+02
6.060000000000000000e+02,2.620000000000000000e+02
4.140000000000000000e+02,8.310000000000000000e+02
4.340000000000000000e+02,5.150000000000000000e+02
5.900000000000000000e+01,5.200000000000000000e+02
3.930000000000000000e+02,4.960000000000000000e+02
5.390000000000000000e+02,1.360000000000000000e+02
7.170000000000000000e+02,1.440000000000000000e+02
4.920000000000000000e+02,1.900000000000000000e+01
7.160000000000000000e+02,1.490000000000000000e+02
7.500000000000000000e+02,6.720000000000000000e+02
7.060000000000000000e+02,8.020000000000000000e+02
5.700000000000000000e+02,3.300000000000000000e+01
6.800000000000000000e+02,4.300000000000000000e+02
2.500000000000000000e+01,5.240000000000000000e+02
3.930000000000000000e+02,8.550000000000000000e+02
3.540000000000000000e+02,5.750000000000000000e+02
3.540000000000000000e+02,5.800000000000000000e+02
6.010000000000000000e+02,2.090000000000000000e+02
5.700000000000000000e+02,8.140000000000000000e+02
5.710000000000000000e+02,1.990000000000000000e+02
4.400000000000000000e+02,8.350000000000000000e+02
6.150000000000000000e+02,1.530000000000000000e+02
8.300000000000000000e+01,3.750000000000000000e+02
4.580000000000000000e+02,5.650000000000000000e+02
6.220000000000000000e+02,1.890000000000000000e+02
6.660000000000000000e+02,4.070000000000000000e+02
7.220000000000000000e+02,1.820000000000000000e+02
5.710000000000000000e+02,7.820000000000000000e+02
4.490000000000000000e+02,4.920000000000000000e+02
4.600000000000000000e+02,5.350000000000000000e+02
6.580000000000000000e+02,2.410000000000000000e+02
4.190000000000000000e+02,4.810000000000000000e+02
7.290000000000000000e+02,1.950000000000000000e+02
5.960000000000000000e+02,4.920000000000000000e+02
3.600000000000000000e+01,3.490000000000000000e+02
1.200000000000000000e+02,5.400000000000000000e+02
3.180000000000000000e+02,6.470000000000000000e+02
9.700000000000000000e+01,5.240000000000000000e+02
7.670000000000000000e+02,1.850000000000000000e+02
4.390000000000000000e+02,4.000000000000000000e+01
2.400000000000000000e+01,5.010000000000000000e+02
3.140000000000000000e+02,4.900000000000000000e+02
4.400000000000000000e+01,4.820000000000000000e+02
9.200000000000000000e+01,2.980000000000000000e+02
6.080000000000000000e+02,7.440000000000000000e+02
3.510000000000000000e+02,4.520000000000000000e+02
1.420000000000000000e+02,3.530000000000000000e+02
1.420000000000000000e+02,3.790000000000000000e+02
3.260000000000000000e+02,4.620000000000000000e+02
3.380000000000000000e+02,5.120000000000000000e+02
3.730000000000000000e+02,8.220000000000000000e+02
3.370000000000000000e+02,5.070000000000000000e+02
3.070000000000000000e+02,5.170000000000000000e+02
6.400000000000000000e+01,5.820000000000000000e+02
1.060000000000000000e+02,2.710000000000000000e+02
1.400000000000000000e+01,2.480000000000000000e+02
1.230000000000000000e+02,3.330000000000000000e+02
6.190000000000000000e+02,4.270000000000000000e+02
7.600000000000000000e+01,4.160000000000000000e+02
4.230000000000000000e+02,4.570000000000000000e+02
5.990000000000000000e+02,7.160000000000000000e+02
5.840000000000000000e+02,4.650000000000000000e+02
5.670000000000000000e+02,8.530000000000000000e+02
6.740000000000000000e+02,4.790000000000000000e+02
6.540000000000000000e+02,4.940000000000000000e+02
2.620000000000000000e+02,6.360000000000000000e+02
7.300000000000000000e+01,6.430000000000000000e+02
6.400000000000000000e+01,6.390000000000000000e+02
7.640000000000000000e+02,7.270000000000000000e+02
5.960000000000000000e+02,7.660000000000000000e+02
6.220000000000000000e+02,7.800000000000000000e+02
3.870000000000000000e+02,5.920000000000000000e+02
1.100000000000000000e+02,5.030000000000000000e+02
4.300000000000000000e+01,5.970000000000000000e+02
5.720000000000000000e+02,8.440000000000000000e+02
5.230000000000000000e+02,6.200000000000000000e+01
4.600000000000000000e+02,4.000000000000000000e+01
3.200000000000000000e+01,3.060000000000000000e+02
4.900000000000000000e+01,2.450000000000000000e+02
6.410000000000000000e+02,5.150000000000000000e+02
1.150000000000000000e+02,2.900000000000000000e+02
4.190000000000000000e+02,4.710000000000000000e+02
4.240000000000000000e+02,0.000000000000000000e+00
4.400000000000000000e+01,3.280000000000000000e+02
6.240000000000000000e+02,8.110000000000000000e+02
4.200000000000000000e+02,4.660000000000000000e+02
4.900000000000000000e+01,5.390000000000000000e+02
9.100000000000000000e+01,3.200000000000000000e+02
5.610000000000000000e+02,2.650000000000000000e+02
1.760000000000000000e+02,4.320000000000000000e+02
1.070000000000000000e+02,5.620000000000000000e+02
5.560000000000000000e+02,7.490000000000000000e+02
6.810000000000000000e+02,7.940000000000000000e+02
7.480000000000000000e+02,6.950000000000000000e+02
1.140000000000000000e+02,4.440000000000000000e+02
8.800000000000000000e+01,5.730000000000000000e+02
1.300000000000000000e+02,4.240000000000000000e+02
2.030000000000000000e+02,5.500000000000000000e+02
4.350000000000000000e+02,5.810000000000000000e+02
5.590000000000000000e+02,1.180000000000000000e+02
3.680000000000000000e+02,4.340000000000000000e+02
6.500000000000000000e+01,4.070000000000000000e+02
7.490000000000000000e+02,6.890000000000000000e+02
7.570000000000000000e+02,7.590000000000000000e+02
6.950000000000000000e+02,6.910000000000000000e+02
7.520000000000000000e+02,7.060000000000000000e+02
5.700000000000000000e+02,2.710000000000000000e+02
6.210000000000000000e+02,4.960000000000000000e+02
3.900000000000000000e+02,4.390000000000000000e+02
1.320000000000000000e+02,6.280000000000000000e+02
6.800000000000000000e+02,2.720000000000000000e+02
1.400000000000000000e+01,3.240000000000000000e+02
6.100000000000000000e+02,2.220000000000000000e+02
4.190000000000000000e+02,8.700000000000000000e+02
3.040000000000000000e+02,6.100000000000000000e+02
1.410000000000000000e+02,4.770000000000000000e+02
1.010000000000000000e+02,3.410000000000000000e+02
5.610000000000000000e+02,5.800000000000000000e+01
2.210000000000000000e+02,5.670000000000000000e+02
4.200000000000000000e+01,2.660000000000000000e+02
1.480000000000000000e+02,5.150000000000000000e+02
5.310000000000000000e+02,1.800000000000000000e+02
1.640000000000000000e+02,5.150000000000000000e+02
5.600000000000000000e+01,5.640000000000000000e+02
2.980000000000000000e+02,5.470000000000000000e+02
3.400000000000000000e+02,4.300000000000000000e+02
1.570000000000000000e+02,4.920000000000000000e+02
7.010000000000000000e+02,6.860000000000000000e+02
4.600000000000000000e+01,2.710000000000000000e+02
5.620000000000000000e+02,1.680000000000000000e+02
5.650000000000000000e+02,1.460000000000000000e+02
5.830000000000000000e+02,4.430000000000000000e+02
5.400000000000000000e+02,1.300000000000000000e+01
6.800000000000000000e+02,4.560000000000000000e+02
1.730000000000000000e+02,4.820000000000000000e+02
6.840000000000000000e+02,6.700000000000000000e+02
4.030000000000000000e+02,8.130000000000000000e+02
4.360000000000000000e+02,1.700000000000000000e+01
4.590000000000000000e+02,8.500000000000000000e+01
8.200000000000000000e+01,5.030000000000000000e+02
6.520000000000000000e+02,4.320000000000000000e+02
6.350000000000000000e+02,2.090000000000000000e+02
4.670000000000000000e+02,5.090000000000000000e+02
1.190000000000000000e+02,4.050000000000000000e+02
1.340000000000000000e+02,3.030000000000000000e+02
1.480000000000000000e+02,3.180000000000000000e+02
5.680000000000000000e+02,7.250000000000000000e+02
4.320000000000000000e+02,7.870000000000000000e+02
6.780000000000000000e+02,7.310000000000000000e+02
4.670000000000000000e+02,8.330000000000000000e+02
6.980000000000000000e+02,1.900000000000000000e+02
5.270000000000000000e+02,8.240000000000000000e+02
9.700000000000000000e+01,4.090000000000000000e+02
1.370000000000000000e+02,4.640000000000000000e+02
1.430000000000000000e+02,5.350000000000000000e+02
6.850000000000000000e+02,1.440000000000000000e+02
1.280000000000000000e+02,6.980000000000000000e+02
7.330000000000000000e+02,7.320000000000000000e+02
6.920000000000000000e+02,7.730000000000000000e+02
5.910000000000000000e+02,1.720000000000000000e+02
4.050000000000000000e+02,5.340000000000000000e+02
4.750000000000000000e+02,8.110000000000000000e+02
3.860000000000000000e+02,0.000000000000000000e+00
4.580000000000000000e+02,4.730000000000000000e+02
1.070000000000000000e+02,2.460000000000000000e+02
3.990000000000000000e+02,7.980000000000000000e+02
3.800000000000000000e+01,6.200000000000000000e+02
3.300000000000000000e+01,6.160000000000000000e+02
5.660000000000000000e+02,2.940000000000000000e+02
6.510000000000000000e+02,3.180000000000000000e+02
3.970000000000000000e+02,8.870000000000000000e+02
3.750000000000000000e+02,8.690000000000000000e+02
0.000000000000000000e+00,6.010000000000000000e+02
1.140000000000000000e+02,6.250000000000000000e+02
1.140000000000000000e+02,3.130000000000000000e+02
6.920000000000000000e+02,7.530000000000000000e+02
1.000000000000000000e+00,4.580000000000000000e+02
5.220000000000000000e+02,3.200000000000000000e+01
7.670000000000000000e+02,9.500000000000000000e+01
5.430000000000000000e+02,7.690000000000000000e+02
5.400000000000000000e+02,4.000000000000000000e+01
6.310000000000000000e+02,3.150000000000000000e+02
4.860000000000000000e+02,8.100000000000000000e+01
5.240000000000000000e+02,8.100000000000000000e+01
4.420000000000000000e+02,8.660000000000000000e+02
4.100000000000000000e+02,5.900000000000000000e+02
